Def	NM_001280909.1
LOC100643102	XM_020867418.1
LOC100643103	XM_012318241.2
LOC100643104	XM_020867952.1
LOC100643105	XM_003402990.3
LOC100643106	XM_012319729.2
LOC100643107	XM_012308798.2
LOC100643109	XM_003393607.3
LOC100643110	XM_020866845.1
LOC100643111	XM_012320375.2
LOC100643112	XM_020868445.1
LOC100643113	XM_020868566.1
LOC100643114	XM_003394557.3
LOC100643115	XM_003394962.3
LOC100643116	XM_003395122.3
LOC100643117	XM_020863168.1
LOC100643118	XM_012309896.2
LOC100643119	XM_012310289.2
LOC100643120	XM_012310933.2
LOC100643122	XM_012311539.2
LOC100643125	XM_012312143.2
LOC100643126	XM_003398364.3
LOC100643127	XM_012312996.1
LOC100643128	XM_012313492.2
LOC100643129	XM_003398850.3
LOC100643130	XM_012313876.2
LOC100643131	XM_003399568.3
LOC100643132	XM_012314962.2
LOC100643133	XM_020865732.1
LOC100643134	XM_003400128.3
LOC100643135	XM_012315659.2
LOC100643136	XM_012316418.1
LOC100643137	XM_020866863.1
LOC100643138	XM_020866791.1
LOC100643139	XM_003401750.3
LOC100643141	XM_020867615.1
LOC100643142	XM_003402303.3
LOC100643143	XM_012318766.2
LOC100643144	XM_012318818.2
LOC100643145	XM_020868024.1
LOC100643146	XM_020867979.1
LOC100643147	XM_012310957.2
LOC100643148	XM_012317528.2
LOC100643149	XM_003393218.3
LOC100643150	XM_003393295.3
LOC100643151	XM_012316860.2
LOC100643152	XM_003394082.3
LOC100643153	XM_012320637.2
LOC100643154	XM_012321317.1
LOC100643155	XM_003395043.3
LOC100643156	XM_012308111.2
LOC100643157	XM_020863280.1
LOC100643158	XM_020863236.1
LOC100643159	XM_012308650.2
LOC100643160	XM_012309274.2
LOC100643161	XM_003396023.3
LOC100643162	XM_012310663.2
LOC100643163	XM_020863771.1
LOC100643164	XM_003397639.3
LOC100643165	XM_012312016.2
LOC100643166	XM_020864635.1
LOC100643167	XM_012312339.2
LOC100643169	XM_020864817.1
LOC100643170	XM_012312366.2
LOC100643171	XM_020865212.1
LOC100643173	XM_003399651.3
LOC100643175	XM_003400458.3
LOC100643176	XM_012316493.2
LOC100643177	XM_012316411.2
LOC100643178	XM_020866838.1
LOC100643179	XM_003401352.3
LOC100643181	XM_012318230.2
LOC100643183	XM_012319797.2
LOC100643185	XM_020868254.1
LOC100643186	XM_012320118.2
LOC100643187	XM_012321249.2
LOC100643188	XM_020868322.1
LOC100643189	XM_003393847.3
LOC100643190	XM_003393923.3
LOC100643191	XM_012320995.2
LOC100643192	XM_020868519.1
LOC100643193	XM_012321122.2
LOC100643194	XM_020862984.1
LOC100643195	XM_020862972.1
LOC100643197	XM_020863478.1
LOC100643198	XM_003396102.3
LOC100643199	XM_012309642.2
LOC100643200	XM_003396348.3
LOC100643201	XM_003396749.3
LOC100643203	XM_003397076.3
LOC100643204	XM_003397157.3
LOC100643205	XM_012311061.2
LOC100643206	XM_012311257.2
LOC100643207	XM_003397555.2
LOC100643208	XM_003398122.3
LOC100643209	XM_012314119.2
LOC100643210	XM_012313641.2
LOC100643211	XM_020865327.1
LOC100643212	XM_020865473.1
LOC100643213	XM_020866061.1
LOC100643214	XM_003400047.3
LOC100643215	XM_020866205.1
LOC100643216	XM_012315812.2
LOC100643217	XM_012316077.2
LOC100643218	XM_020867050.1
LOC100643219	XM_012316989.2
LOC100643220	XM_012317324.2
LOC100643221	XR_132306.3
LOC100643222	XM_012317905.2
LOC100643223	XM_012318065.2
LOC100643224	XM_003402150.3
LOC100643225	XM_003402617.3
LOC100643226	XM_020867891.1
LOC100643227	XM_012319271.2
LOC100643228	XM_012319612.2
LOC100643229	XM_012319728.1
LOC100643230	XM_020865147.1
LOC100643231	XM_020868413.1
LOC100643232	XM_020864830.1
LOC100643233	XM_003393608.3
LOC100643234	XM_003393762.3
LOC100643235	XM_003394002.2
LOC100643236	XM_020868565.1
LOC100643237	XM_012321182.2
LOC100643238	XM_003394882.3
LOC100643239	XM_012308973.2
LOC100643240	XM_003396266.3
LOC100643241	XM_003396425.3
LOC100643242	XM_012310290.1
LOC100643243	XM_003396911.2
LOC100643244	XM_020864052.1
LOC100643245	XM_012311545.1
LOC100643247	XM_020864995.1
LOC100643248	XM_012313226.2
LOC100643249	XM_003398769.3
LOC100643250	XM_003398851.2
LOC100643251	XM_012313753.2
LOC100643252	XM_012313862.2
LOC100643253	XM_003399491.3
LOC100643254	XM_003399569.3
LOC100643255	XM_003399734.2
LOC100643256	XM_003399814.3
LOC100643257	XM_012315537.2
LOC100643258	NM_001331111.1
LOC100643259	XM_020866861.1
LOC100643260	XM_020866792.1
LOC100643261	XM_012317798.2
LOC100643262	XM_003401988.3
LOC100643263	XM_020867630.1
LOC100643264	XM_012318574.2
LOC100643265	XM_020867733.1
LOC100643266	XM_012318820.2
LOC100643267	XM_003402536.3
LOC100643268	XM_012319367.2
LOC100643269	XM_020867999.1
LOC100643270	XM_012311377.2
LOC100643271	XM_003392899.3
LOC100643272	XM_003393219.3
LOC100643273	XM_012311036.1
LOC100643274	XM_020867826.1
LOC100643275	XM_003394083.3
LOC100643276	XM_012320613.2
LOC100643278	XM_012308005.2
LOC100643279	XM_003395044.3
LOC100643280	XM_020862632.1
LOC100643281	XM_003395368.3
LOC100643282	XM_012308355.2
LOC100643283	XM_020863428.1
LOC100643284	XM_012309518.2
LOC100643286	XM_012310411.2
LOC100643287	XM_012311893.2
LOC100643288	XM_012311966.2
LOC100643289	XM_003397960.3
LOC100643290	XM_003398041.3
LOC100643291	XM_012312358.2
LOC100643292	XM_020865089.1
LOC100643293	XM_020864975.1
LOC100643294	XM_020865628.1
LOC100643295	XM_003399893.3
LOC100643296	XM_012316001.2
LOC100643297	XM_020866501.1
LOC100643298	XM_012316424.2
LOC100643299	XM_012316490.2
LOC100643300	XM_020866428.1
LOC100643302	XM_012317103.2
LOC100643303	XM_012317176.2
LOC100643304	XM_020867215.1
LOC100643305	XM_003401673.3
LOC100643306	XM_020867563.1
LOC100643307	XM_003403152.3
LOC100643308	XM_020868212.1
LOC100643309	XM_003403297.3
LOC100643311	XM_003392980.3
LOC100643312	XM_012320203.2
LOC100643313	XM_020865703.1
LOC100643314	XM_012320743.2
LOC100643315	XM_020868423.1
LOC100643316	XM_020868430.1
LOC100643317	XM_003394637.3
LOC100643318	XM_012321374.2
LOC100643319	XM_003395124.3
LOC100643320	XM_012309082.2
LOC100643321	XM_003395615.2
LOC100643323	XM_003395942.3
LOC100643324	XM_003396104.3
LOC100643325	XM_003396184.3
LOC100643326	XM_012310030.2
LOC100643327	XM_012310538.2
LOC100643329	XM_012311152.2
LOC100643330	XM_003397241.3
LOC100643331	XM_020864771.1
LOC100643332	XM_020864793.1
LOC100643333	XM_020864983.1
LOC100643334	XM_012312403.2
LOC100643335	XM_003399096.3
LOC100643337	XM_012314376.2
LOC100643338	XM_003399968.3
LOC100643339	XM_012315328.2
LOC100643340	XM_012315678.2
LOC100643341	XM_003400375.3
LOC100643342	XM_012316109.2
LOC100643343	XM_003400947.3
LOC100643344	XM_020867131.1
LOC100643345	XM_012317329.2
LOC100643346	XM_020867257.1
LOC100643348	XM_003402618.3
LOC100643349	XM_003402694.3
LOC100643350	XM_012319608.2
LOC100643351	XM_012319559.2
LOC100643353	XM_020865280.1
LOC100643354	XM_003393609.2
LOC100643355	XM_003393763.3
LOC100643356	XM_012320379.2
LOC100643357	XM_012320504.2
LOC100643358	XM_003394720.3
LOC100643359	XM_020862795.1
LOC100643360	XM_003395451.3
LOC100643361	XM_020863167.1
LOC100643362	XM_012309901.2
LOC100643363	XM_003396426.3
LOC100643364	XM_020863917.1
LOC100643365	XM_020863733.1
LOC100643366	XM_012310935.2
LOC100643367	XM_012311546.2
LOC100643368	XM_012311389.2
LOC100643369	XM_012312078.2
LOC100643370	XM_012312756.2
LOC100643373	XM_012313497.1
LOC100643374	XM_003398852.3
LOC100643375	XR_001099139.2
LOC100643376	XM_012313878.2
LOC100643377	XM_003399492.3
LOC100643378	XM_012314474.2
LOC100643379	XM_003399652.3
LOC100643380	XM_012315122.2
LOC100643381	XM_020866091.1
LOC100643382	XM_003401107.3
LOC100643383	XM_020866790.1
LOC100643384	XM_012317782.2
LOC100643385	XM_020867383.1
LOC100643386	XM_020867624.1
LOC100643387	XM_020867652.1
LOC100643388	XM_003402380.3
LOC100643389	XM_003402463.2
LOC100643390	XM_012318886.2
LOC100643391	XM_003402840.3
LOC100643392	XM_020868000.1
LOC100643393	XM_012311183.2
LOC100643394	XM_012318075.2
LOC100643395	XM_012308847.2
LOC100643396	XM_012310087.2
LOC100643398	XM_012316942.2
LOC100643399	XM_003394084.2
LOC100643401	XM_020862812.1
LOC100643402	XM_012309044.2
LOC100643403	XM_003395533.3
LOC100643404	XM_020863473.1
LOC100643406	XM_012310818.1
LOC100643407	XM_012310406.2
LOC100643408	XM_012310640.2
LOC100643409	XM_020864153.1
LOC100643411	XM_003397720.3
LOC100643412	XM_020864478.1
LOC100643413	XM_012313043.2
LOC100643414	XM_012312536.2
LOC100643415	XM_012312650.2
LOC100643416	XM_020865629.1
LOC100643417	XM_003399410.3
LOC100643418	XM_020865740.1
LOC100643419	XM_020866539.1
LOC100643421	XM_003400707.3
LOC100643422	XM_020866545.1
LOC100643423	XM_020866600.1
LOC100643424	XM_012316690.2
LOC100643425	XM_020867107.1
LOC100643426	XM_020867200.1
LOC100643427	XM_003401674.3
LOC100643428	XM_020867393.1
LOC100643429	XM_003402072.3
LOC100643430	XM_012319263.2
LOC100643431	XM_003403153.3
LOC100643432	XM_003403298.3
LOC100643434	XM_012307684.2
LOC100643435	XR_131813.3
LOC100643436	XM_012319407.2
LOC100643437	XM_012320748.2
LOC100643438	XM_012320998.2
LOC100643439	XM_003394483.3
LOC100643440	XM_020868404.1
LOC100643441	XM_020862576.1
LOC100643442	XM_003394799.3
LOC100643443	XM_003395125.3
LOC100643444	XM_012309083.2
LOC100643445	XM_012308769.2
LOC100643446	XR_001098735.2
LOC100643447	XM_020863348.1
LOC100643448	XM_003396185.3
LOC100643449	XM_012310035.2
LOC100643451	XM_020864063.1
LOC100643452	XM_012311156.2
LOC100643453	XM_012311124.2
LOC100643454	XM_020864791.1
LOC100643455	XM_012312424.2
LOC100643456	XM_003398537.3
LOC100643457	XM_003399097.3
LOC100643459	XM_003399735.3
LOC100643460	XM_003399969.3
LOC100643461	XM_020866186.1
LOC100643462	XM_012315703.2
LOC100643464	XM_003400620.3
LOC100643465	XM_012316650.2
LOC100643466	XM_003401189.3
LOC100643467	XM_012317333.2
LOC100643468	XR_132345.3
LOC100643470	XM_003402696.3
LOC100643471	XM_012319607.2
LOC100643472	XM_020868119.1
LOC100643473	XM_003393141.3
LOC100643476	XM_003393610.3
LOC100643477	XM_012319503.2
LOC100643478	XM_003394169.3
LOC100643479	XM_012307706.2
LOC100643480	XM_020862853.1
LOC100643481	XM_003395046.3
LOC100643482	XM_003395452.3
LOC100643483	XM_003396268.3
LOC100643484	XM_003396427.3
LOC100643485	XM_020863851.1
LOC100643486	XM_020863765.1
LOC100643487	XM_012310837.2
LOC100643488	XM_020864802.1
LOC100643490	XM_020864354.1
LOC100643491	XM_003398454.3
LOC100643492	XM_020865508.1
LOC100643493	XM_020865343.1
LOC100643494	XM_003398771.2
LOC100643495	XM_012313617.2
LOC100643496	XM_003398936.3
LOC100643497	XM_020865793.1
LOC100643498	XM_020866036.1
LOC100643499	XM_012314854.2
LOC100643500	XM_020865728.1
LOC100643501	XM_020866096.1
LOC100643502	XM_003400217.3
LOC100643503	XM_012316746.2
LOC100643504	XM_012317102.2
LOC100643505	XM_020866962.1
LOC100643506	XM_020867475.1
LOC100643507	XM_020867602.1
LOC100643508	XM_012318579.2
LOC100643509	XM_012318770.2
LOC100643510	XM_003402464.3
LOC100643511	XM_012318888.2
LOC100643512	XM_020867984.1
LOC100643513	XM_003402919.3
LOC100643514	XM_003392820.3
LOC100643515	XM_003393065.3
LOC100643517	XM_003393298.3
LOC100643518	XM_012312916.2
LOC100643520	XM_012320206.2
LOC100643521	XM_003394085.3
LOC100643522	XM_012308011.2
LOC100643523	XM_012308334.2
LOC100643524	XM_003395369.3
LOC100643525	XM_003395534.3
LOC100643526	XM_012309517.1
LOC100643527	XM_012309392.2
LOC100643529	XM_003396669.3
LOC100643530	XM_012310539.1
LOC100643531	XM_020863544.1
LOC100643532	XM_020864294.1
LOC100643533	XM_020864449.1
LOC100643534	XM_012312021.2
LOC100643535	XM_020864762.1
LOC100643536	XM_012312530.2
LOC100643537	XM_003398200.3
LOC100643538	XM_012312664.2
LOC100643539	XM_012314252.2
LOC100643540	XM_003399336.3
LOC100643541	XM_012315265.2
LOC100643542	XM_020866626.1
LOC100643543	XM_012316144.2
LOC100643544	XM_003401030.3
LOC100643545	XM_020867221.1
LOC100643546	XM_012317702.2
LOC100643547	XM_020867223.1
LOC100643549	XM_003402073.3
LOC100643550	XM_012318245.2
LOC100643552	XM_012319272.2
LOC100643553	XM_012319577.2
LOC100643555	XM_003403299.3
LOC100643556	XM_012320119.2
LOC100643557	XM_020867710.1
LOC100643558	XM_012320295.2
LOC100643559	XM_020866084.1
LOC100643560	XM_003394251.2
LOC100643561	XM_012320530.2
LOC100643562	XM_003394403.3
LOC100643563	XM_012321035.2
LOC100643564	XM_012321175.2
LOC100643565	XM_020862575.1
LOC100643566	XM_020862734.1
LOC100643567	XM_003395126.3
LOC100643568	XM_012309085.2
LOC100643569	XM_012308772.2
LOC100643570	XM_012308417.2
LOC100643571	XM_003395788.3
LOC100643572	XM_020863359.1
LOC100643573	XM_003396186.3
LOC100643574	XM_012310036.2
LOC100643575	XM_020864244.1
LOC100643576	XM_003397160.3
LOC100643577	XM_003397243.2
LOC100643578	XM_003397804.3
LOC100643579	XM_003397883.3
LOC100643580	XM_012312426.2
LOC100643581	XM_012312752.2
LOC100643582	XM_003398538.3
LOC100643583	XM_003399018.3
LOC100643584	XM_020865489.1
LOC100643585	XM_012313574.2
LOC100643586	XM_020866078.1
LOC100643587	XM_012315272.2
LOC100643588	XM_003400050.3
LOC100643589	XM_012315699.2
LOC100643590	XM_020866580.1
LOC100643591	XM_003400621.3
LOC100643592	XM_012316263.1
LOC100643593	XM_020866818.1
LOC100643594	XM_003401190.3
LOC100643595	XM_020867041.1
LOC100643597	XM_012319614.2
LOC100643598	XM_003403073.3
LOC100643599	XM_012318344.2
LOC100643600	XM_012310190.2
LOC100643601	XM_020868317.1
LOC100643602	XM_012316886.2
LOC100643603	XM_020866906.1
LOC100643604	XM_012320615.2
LOC100643605	XM_003394722.3
LOC100643606	XM_020862855.1
LOC100643607	XM_003395453.3
LOC100643608	XM_012309279.2
LOC100643609	XM_003396270.3
LOC100643610	XM_012310097.2
LOC100643611	XM_003396586.3
LOC100643612	XM_003396915.3
LOC100643613	XM_020864801.1
LOC100643615	XM_003397642.3
LOC100643616	XM_020864972.1
LOC100643617	XM_020865210.1
LOC100643618	XM_012313496.2
LOC100643619	XM_012313755.2
LOC100643620	XM_003399412.3
LOC100643621	XM_003399494.3
LOC100643622	XM_020866033.1
LOC100643623	XM_020865707.1
LOC100643624	XM_003399817.3
LOC100643625	XM_020866097.1
LOC100643626	XM_020866384.1
LOC100643627	XM_003401109.3
LOC100643628	XM_020866856.1
LOC100643629	XM_012317179.2
LOC100643632	XM_012318472.2
LOC100643634	XM_003402465.3
LOC100643635	XM_003402539.2
LOC100643636	XM_003402619.3
LOC100643637	XM_020868045.1
LOC100643638	XM_020867996.1
LOC100643639	XM_003393066.3
LOC100643640	XM_012310074.2
LOC100643641	XM_003393687.3
LOC100643642	XM_020868163.1
LOC100643643	XM_003394086.3
LOC100643644	XM_012308013.2
LOC100643645	XM_020862694.1
LOC100643646	XM_012309073.2
LOC100643647	XM_003395535.3
LOC100643648	XM_003396027.3
LOC100643649	XM_020863431.1
LOC100643650	XM_020863879.1
LOC100643651	XM_012310419.2
LOC100643652	XM_003396752.3
LOC100643653	XM_003396833.3
LOC100643654	XM_020864296.1
LOC100643655	XM_020864769.1
LOC100643657	XM_012312312.2
LOC100643658	XM_012312532.2
LOC100643659	XM_020865010.1
LOC100643660	XM_020865087.1
LOC100643661	XM_003399256.3
LOC100643662	XM_012314379.2
LOC100643663	XM_012315207.2
LOC100643664	XM_012315975.2
LOC100643665	XM_012316143.2
LOC100643666	XM_003401031.3
LOC100643668	XM_003401676.3
LOC100643669	XM_012317915.2
LOC100643670	XM_012318082.2
LOC100643671	XM_003402074.3
LOC100643673	XM_012319119.2
LOC100643674	XM_003402770.3
LOC100643676	XM_012319890.2
LOC100643677	XM_003403300.3
LOC100643678	XM_003403370.1
LOC100643679	XM_003392983.3
LOC100643680	XM_003393928.3
LOC100643681	XM_012320751.2
LOC100643682	XM_020868604.1
LOC100643683	XM_012320926.2
LOC100643684	XM_012321184.2
LOC100643685	XM_012321266.2
LOC100643686	XM_012307673.2
LOC100643687	XM_003395047.3
LOC100643688	XM_012308243.1
LOC100643689	XM_020862995.1
LOC100643690	XM_012308889.2
LOC100643691	XM_020862949.1
LOC100643692	XM_020863360.1
LOC100643693	XM_003396187.3
LOC100643694	XM_003396351.3
LOC100643695	XM_020864186.1
LOC100643696	XM_020864277.1
LOC100643697	XM_012311153.2
LOC100643698	XM_003397244.3
LOC100643699	XM_012312079.2
LOC100643700	XM_020864988.1
LOC100643701	XM_003398369.3
LOC100643702	XM_020865172.1
LOC100643703	XM_020865507.1
LOC100643704	XM_012313619.2
LOC100643705	XM_012313880.2
LOC100643706	XM_003399737.3
LOC100643707	XM_012315273.2
LOC100643708	XM_003400219.2
LOC100643709	XM_003400297.3
LOC100643710	XM_020866692.1
LOC100643711	XM_020866669.1
LOC100643712	XM_003400709.3
LOC100643713	XM_020866821.1
LOC100643714	XM_020866899.1
LOC100643716	XM_020867644.1
LOC100643717	XR_002308838.1
LOC100643718	XM_020868166.1
LOC100643719	XM_012318496.2
LOC100643720	XM_003393142.3
LOC100643721	XR_131805.2
LOC100643722	XM_020867651.1
LOC100643724	XM_012314900.2
LOC100643725	XM_003393611.2
LOC100643726	XM_020867328.1
LOC100643727	XM_012320649.1
LOC100643728	XM_012307707.2
LOC100643729	XM_003394886.3
LOC100643730	XM_003395454.3
LOC100643731	XM_003395866.3
LOC100643733	XM_003397400.3
LOC100643735	XM_020864417.1
LOC100643736	XM_003397805.2
LOC100643737	XM_012313352.2
LOC100643738	XM_003398773.3
LOC100643739	XM_012314193.2
LOC100643740	XM_003399495.3
LOC100643741	XM_012314483.2
LOC100643742	XM_020866321.1
LOC100643743	XM_012316495.2
LOC100643744	XM_020867015.1
LOC100643745	XM_020867035.1
LOC100643747	XM_003401517.3
LOC100643748	XM_020867416.1
LOC100643749	XM_020867605.1
LOC100643750	XM_012319375.2
LOC100643751	XM_020868003.1
LOC100643753	XM_003393223.3
LOC100643754	XM_012317376.2
LOC100643756	XM_020867517.1
LOC100643757	XM_012320507.2
LOC100643758	XM_020868431.1
LOC100643759	XM_012308014.2
LOC100643760	XM_020862814.1
LOC100643761	XM_012309078.2
LOC100643762	XM_012308651.2
LOC100643764	XM_003396107.3
LOC100643765	XM_020864022.1
LOC100643766	XM_003396671.3
LOC100643767	XM_003396753.3
LOC100643768	XM_003396834.2
LOC100643769	XM_003397323.3
LOC100643770	XM_003397561.3
LOC100643771	XM_003397723.3
LOC100643772	XM_003397964.3
LOC100643773	XM_012312535.2
LOC100643774	XM_012312541.2
LOC100643775	XM_003398286.3
LOC100643776	XM_003399100.3
LOC100643777	XM_012314237.2
LOC100643778	XM_020865558.1
LOC100643779	XM_012315204.2
LOC100643780	XM_003400051.3
LOC100643781	XM_012315984.2
LOC100643782	XM_003400545.3
LOC100643783	XM_003401032.3
LOC100643784	XM_012317332.2
LOC100643785	XM_020867290.1
LOC100643786	XM_003401677.3
LOC100643787	XM_012317626.2
LOC100643788	XM_003402075.3
LOC100643789	XM_003402154.3
LOC100643790	XM_020867739.1
LOC100643791	XM_020868181.1
LOC100643792	XM_003403301.2
LOC100643794	XM_020866875.1
LOC100643795	XM_012320754.1
LOC100643796	XM_012320554.2
LOC100643797	XM_012321267.2
LOC100643798	XM_012321308.2
LOC100643799	XM_012308131.2
LOC100643800	XM_003395128.3
LOC100643801	XM_020862974.1
LOC100643802	XM_003395619.3
LOC100643803	XM_012308980.1
LOC100643804	XM_020863328.1
LOC100643805	XM_012309645.2
LOC100643806	XM_012309903.2
LOC100643807	XM_003396587.3
LOC100643808	XM_003396916.3
LOC100643809	XM_020864187.1
LOC100643810	XR_001098911.2
LOC100643811	XM_003397162.3
LOC100643812	XM_012311125.2
LOC100643813	XM_003397885.3
LOC100643814	XM_012312427.2
LOC100643815	XM_003398457.3
LOC100643816	XM_012313001.2
LOC100643817	XM_012313256.2
LOC100643818	XM_003398856.3
LOC100643819	XM_003398939.3
LOC100643820	XM_020865358.1
LOC100643821	XM_003399656.3
LOC100643822	XM_020865783.1
LOC100643823	XM_020866142.1
LOC100643824	XM_012315436.2
LOC100643825	XM_020866468.1
LOC100643826	XM_020866497.1
LOC100643827	XM_003400710.3
LOC100643828	XM_003400868.3
LOC100643829	XM_003400951.3
LOC100643830	XM_020866889.1
LOC100643831	XM_020867646.1
LOC100643833	XM_003402621.3
LOC100643834	XM_003402771.3
LOC100643835	XM_020868176.1
LOC100643836	XM_020868170.1
LOC100643837	XM_012311867.2
LOC100643838	XM_020863782.1
LOC100643839	XM_003393143.3
LOC100643840	XM_003393379.3
LOC100643842	XM_012314886.2
LOC100643843	XM_003393612.2
LOC100643844	XM_012319632.2
LOC100643845	XM_020868686.1
LOC100643846	XM_020862857.1
LOC100643847	XM_003395455.3
LOC100643848	XM_012310038.2
LOC100643849	XM_012310103.2
LOC100643850	XM_020864338.1
LOC100643852	XM_003397806.3
LOC100643853	XM_003398697.3
LOC100643854	XM_012313500.2
LOC100643855	XM_003399179.3
LOC100643856	XM_012314194.2
LOC100643857	XM_003399496.3
LOC100643858	XM_003399574.3
LOC100643859	XM_012315131.2
LOC100643860	XM_003400134.3
LOC100643861	XM_003400790.3
LOC100643862	XM_020867016.1
LOC100643863	XM_003401274.3
LOC100643864	XM_020867074.1
LOC100643865	XM_003401518.2
LOC100643866	XM_003401915.3
LOC100643867	XM_020867408.1
LOC100643868	XM_020867601.1
LOC100643869	XM_003402466.3
LOC100643870	XM_012319041.2
LOC100643871	XM_003402844.3
LOC100643872	XM_020868002.1
LOC100643873	XM_020868220.1
LOC100643874	XM_020868348.1
LOC100643875	XM_003393067.3
LOC100643876	XM_003393224.2
LOC100643877	XM_012318135.2
LOC100643879	XM_003394007.2
LOC100643880	XM_003394088.3
LOC100643881	XM_012321006.2
LOC100643882	XM_003394485.3
LOC100643883	XM_003394563.3
LOC100643884	XM_003394968.3
LOC100643886	XM_020863002.1
LOC100643887	XM_003395536.3
LOC100643888	XM_020863145.1
LOC100643889	XM_012309528.2
LOC100643890	XM_012309395.2
LOC100643891	XM_003396505.3
LOC100643892	XM_020863778.1
LOC100643893	XM_003396754.3
LOC100643894	XM_003396835.3
LOC100643895	XM_012311270.2
LOC100643896	XM_003397724.2
LOC100643897	XM_020864622.1
LOC100643898	XM_012312406.2
LOC100643899	XM_012312539.2
LOC100643900	XM_003398287.3
LOC100643901	XM_003399101.3
LOC100643902	XM_012314239.2
LOC100643903	XM_012314147.2
LOC100643904	XM_003399897.3
LOC100643905	XM_020866286.1
