OrthoGroup	Function	Contrast	Source	DETot
OG0003588	None Immune	GramPositive	A.melifera	1
OG0003612	None Immune	GramPositive	P.lanio	1
OG0003658	None Immune	GramPositive	C.australensis	1
OG0003663	None Immune	GramPositive	P.lanio	1
OG0003687	None Immune	GramPositive	P.lanio	1
OG0003727	None Immune	GramPositive	B.terrestris	1
OG0003737	None Immune	GramPositive	C.australensis	1
OG0003773	None Immune	GramPositive	P.lanio	1
OG0003788	None Immune	GramPositive	P.lanio	1
OG0003803	None Immune	GramPositive	Anthophila, Apinae	2
OG0003818	None Immune	GramPositive	C.australensis	1
OG0003823	None Immune	GramPositive	P.lanio	1
OG0003846	None Immune	GramPositive	C.australensis	1
OG0003915	None Immune	GramPositive	P.lanio	1
OG0003930	None Immune	GramPositive	P.lanio	1
OG0003937	None Immune	GramPositive	P.lanio	1
OG0003940	None Immune	GramPositive	C.australensis	1
OG0003947	None Immune	GramPositive	P.lanio	1
OG0003954	None Immune	GramPositive	P.lanio	1
OG0003955	None Immune	GramPositive	P.lanio	1
OG0003978	None Immune	GramPositive	P.lanio	1
OG0003998	None Immune	GramPositive	A.melifera	1
OG0004019	None Immune	GramPositive	P.lanio	1
OG0004032	None Immune	GramPositive	P.lanio	1
OG0004058	None Immune	GramPositive	A.melifera	1
OG0004071	None Immune	GramPositive	C.australensis	1
OG0004124	None Immune	GramPositive	C.australensis	1
OG0004128	None Immune	GramPositive	P.lanio	1
OG0004136	None Immune	GramPositive	C.australensis	1
OG0004177	None Immune	GramPositive	C.australensis	1
OG0004195	None Immune	GramPositive	P.lanio	1
OG0004200	None Immune	GramPositive	A.melifera	1
OG0004226	None Immune	GramPositive	C.australensis	1
OG0004238	None Immune	GramPositive	C.australensis	1
OG0004265	None Immune	GramPositive	C.australensis	1
OG0004269	None Immune	GramPositive	C.australensis	1
OG0004270	None Immune	GramPositive	P.lanio	1
OG0004275	None Immune	GramPositive	P.lanio	1
OG0004277	None Immune	GramPositive	C.australensis	1
OG0004346	None Immune	GramPositive	P.lanio	1
OG0004352	None Immune	GramPositive	Apinae	1
OG0004359	None Immune	GramPositive	P.lanio	1
OG0004369	None Immune	GramPositive	C.australensis	1
OG0004421	None Immune	GramPositive	P.lanio	1
OG0004426	None Immune	GramPositive	B.terrestris	1
OG0004491	None Immune	GramPositive	P.lanio	1
OG0004529	None Immune	GramPositive	P.lanio	1
OG0004540	None Immune	GramPositive	P.lanio	1
OG0004543	None Immune	GramPositive	Apinae	1
OG0004547	None Immune	GramPositive	C.australensis	1
OG0004551	None Immune	GramPositive	P.lanio	1
OG0004553	None Immune	GramPositive	P.lanio	1
OG0004584	None Immune	GramPositive	C.australensis	1
OG0004615	None Immune	GramPositive	P.lanio	1
OG0004639	None Immune	GramPositive	P.lanio	1
OG0004641	None Immune	GramPositive	P.lanio	1
OG0004648	None Immune	GramPositive	P.lanio	1
OG0004672	None Immune	GramPositive	A.melifera, C.australensis	2
OG0004686	None Immune	GramPositive	P.lanio	1
OG0004700	None Immune	GramPositive	A.melifera, P.lanio	2
OG0004703	None Immune	GramPositive	B.terrestris	1
OG0004715	None Immune	GramPositive	C.australensis	1
OG0004748	None Immune	GramPositive	A.melifera	1
OG0004751	None Immune	GramPositive	P.lanio	1
OG0004757	None Immune	GramPositive	P.lanio	1
OG0004773	None Immune	GramPositive	P.lanio	1
OG0004782	None Immune	GramPositive	C.australensis	1
OG0004816	None Immune	GramPositive	P.lanio	1
OG0004823	None Immune	GramPositive	C.australensis	1
OG0004854	None Immune	GramPositive	P.lanio	1
OG0004865	None Immune	GramPositive	P.lanio	1
OG0004866	None Immune	GramPositive	C.australensis, P.lanio	2
OG0004869	None Immune	GramPositive	P.lanio	1
OG0004879	None Immune	GramPositive	C.australensis	1
OG0004885	None Immune	GramPositive	P.lanio	1
OG0004886	None Immune	GramPositive	A.melifera	1
OG0004900	None Immune	GramPositive	A.melifera	1
OG0004912	None Immune	GramPositive	P.lanio	1
OG0004914	None Immune	GramPositive	Anthophila	1
OG0004921	None Immune	GramPositive	C.australensis	1
OG0004923	None Immune	GramPositive	A.melifera	1
OG0004924	None Immune	GramPositive	Aculeata, AgeControlled, Anthophila, Apinae	4
OG0004946	None Immune	GramPositive	P.lanio	1
OG0004975	None Immune	GramPositive	P.lanio	1
OG0005023	None Immune	GramPositive	P.lanio	1
OG0005024	None Immune	GramPositive	P.lanio	1
OG0005033	None Immune	GramPositive	B.terrestris	1
OG0005037	None Immune	GramPositive	C.australensis	1
OG0005044	None Immune	GramPositive	P.lanio	1
OG0005056	None Immune	GramPositive	C.australensis, P.lanio	2
OG0005071	None Immune	GramPositive	A.melifera	1
OG0005072	None Immune	GramPositive	P.lanio	1
OG0005083	None Immune	GramPositive	A.melifera	1
OG0005086	None Immune	GramPositive	P.lanio	1
OG0005100	None Immune	GramPositive	P.lanio	1
OG0005115	None Immune	GramPositive	C.australensis	1
OG0005118	None Immune	GramPositive	P.lanio	1
OG0005121	None Immune	GramPositive	C.australensis	1
OG0005123	None Immune	GramPositive	P.lanio	1
OG0005133	None Immune	GramPositive	P.lanio	1
OG0005152	None Immune	GramPositive	A.melifera, P.lanio	2
OG0005170	None Immune	GramPositive	Apinae	1
OG0005193	None Immune	GramPositive	C.australensis	1
OG0005195	None Immune	GramPositive	B.terrestris, C.australensis	2
OG0005197	None Immune	GramPositive	A.melifera	1
OG0005217	None Immune	GramPositive	P.lanio	1
OG0005247	None Immune	GramPositive	P.lanio	1
OG0005253	None Immune	GramPositive	P.lanio	1
OG0005266	None Immune	GramPositive	B.terrestris	1
OG0005280	None Immune	GramPositive	A.melifera, P.lanio, Aculeata, AgeControlled, Anthophila, Apinae	6
OG0005316	None Immune	GramPositive	P.lanio	1
OG0005319	None Immune	GramPositive	P.lanio	1
OG0005327	None Immune	GramPositive	P.lanio	1
OG0005331	None Immune	GramPositive	AgeControlled, Apinae	2
OG0005348	None Immune	GramPositive	P.lanio	1
OG0005371	None Immune	GramPositive	C.australensis	1
OG0005373	None Immune	GramPositive	A.melifera	1
OG0005413	None Immune	GramPositive	P.lanio	1
OG0005424	None Immune	GramPositive	C.australensis	1
OG0005427	None Immune	GramPositive	P.lanio	1
OG0005434	None Immune	GramPositive	C.australensis	1
OG0005446	None Immune	GramPositive	P.lanio	1
OG0005452	None Immune	GramPositive	P.lanio	1
OG0005453	None Immune	GramPositive	P.lanio	1
OG0005477	None Immune	GramPositive	C.australensis	1
OG0005483	None Immune	GramPositive	C.australensis	1
OG0005492	None Immune	GramPositive	P.lanio	1
OG0005505	None Immune	GramPositive	P.lanio	1
OG0005507	None Immune	GramPositive	P.lanio	1
OG0005508	None Immune	GramPositive	P.lanio	1
OG0005528	None Immune	GramPositive	P.lanio	1
OG0005535	None Immune	GramPositive	C.australensis	1
OG0005536	None Immune	GramPositive	P.lanio	1
OG0005555	None Immune	GramPositive	P.lanio	1
OG0005591	None Immune	GramPositive	P.lanio	1
OG0005597	None Immune	GramPositive	P.lanio	1
OG0005600	None Immune	GramPositive	P.lanio	1
OG0005606	None Immune	GramPositive	P.lanio	1
OG0005640	None Immune	GramPositive	A.melifera	1
OG0005694	None Immune	GramPositive	A.melifera	1
OG0005698	None Immune	GramPositive	Apinae	1
OG0005701	None Immune	GramPositive	P.lanio	1
OG0005702	None Immune	GramPositive	P.lanio	1
OG0005716	None Immune	GramPositive	C.australensis	1
OG0005722	None Immune	GramPositive	P.lanio	1
OG0005725	None Immune	GramPositive	P.lanio	1
OG0005767	None Immune	GramPositive	P.lanio	1
OG0005776	None Immune	GramPositive	C.australensis, P.lanio	2
OG0005799	None Immune	GramPositive	C.australensis	1
OG0005814	None Immune	GramPositive	P.lanio	1
OG0005827	None Immune	GramPositive	A.melifera	1
OG0005830	None Immune	GramPositive	C.australensis	1
OG0005831	None Immune	GramPositive	C.australensis	1
OG0005841	None Immune	GramPositive	C.australensis	1
OG0005862	None Immune	GramPositive	P.lanio	1
OG0005929	None Immune	GramPositive	C.australensis	1
OG0005959	None Immune	GramPositive	P.lanio	1
OG0005961	None Immune	GramPositive	C.australensis	1
OG0005964	None Immune	GramPositive	A.melifera, C.australensis	2
OG0005971	None Immune	GramPositive	P.lanio	1
OG0005996	None Immune	GramPositive	P.lanio	1
OG0006003	None Immune	GramPositive	C.australensis, P.lanio	2
OG0006004	None Immune	GramPositive	P.lanio	1
OG0006027	None Immune	GramPositive	P.lanio	1
OG0006055	None Immune	GramPositive	P.lanio	1
OG0006064	None Immune	GramPositive	P.lanio	1
OG0006075	None Immune	GramPositive	C.australensis	1
OG0006086	None Immune	GramPositive	C.australensis	1
OG0006106	None Immune	GramPositive	P.lanio	1
OG0006127	None Immune	GramPositive	C.australensis	1
OG0006131	None Immune	GramPositive	P.lanio	1
OG0006145	None Immune	GramPositive	P.lanio	1
OG0006155	None Immune	GramPositive	P.lanio	1
OG0006172	None Immune	GramPositive	P.lanio	1
OG0006180	None Immune	GramPositive	P.lanio	1
OG0006213	None Immune	GramPositive	AgeControlled	1
OG0006215	None Immune	GramPositive	P.lanio	1
OG0006239	None Immune	GramPositive	P.lanio	1
OG0006244	None Immune	GramPositive	C.australensis	1
OG0006260	None Immune	GramPositive	P.lanio	1
OG0006267	None Immune	GramPositive	P.lanio	1
OG0006273	None Immune	GramPositive	P.lanio	1
OG0006284	None Immune	GramPositive	P.lanio	1
OG0006292	None Immune	GramPositive	P.lanio	1
OG0006303	None Immune	GramPositive	P.lanio	1
OG0006317	None Immune	GramPositive	P.lanio	1
OG0006327	None Immune	GramPositive	A.melifera	1
OG0006336	None Immune	GramPositive	P.lanio	1
OG0006337	None Immune	GramPositive	P.lanio	1
OG0006348	None Immune	GramPositive	P.lanio	1
OG0006373	None Immune	GramPositive	Apinae	1
OG0006394	None Immune	GramPositive	P.lanio	1
OG0006460	None Immune	GramPositive	A.melifera	1
OG0006475	None Immune	GramPositive	P.lanio	1
OG0006533	None Immune	GramPositive	C.australensis	1
OG0006535	None Immune	GramPositive	C.australensis	1
OG0006541	None Immune	GramPositive	A.melifera	1
OG0006544	None Immune	GramPositive	C.australensis	1
OG0006562	None Immune	GramPositive	P.lanio	1
OG0006563	None Immune	GramPositive	P.lanio	1
OG0006613	None Immune	GramPositive	AgeControlled, Apinae	2
OG0006617	None Immune	GramPositive	P.lanio	1
OG0006620	None Immune	GramPositive	P.lanio	1
OG0006623	None Immune	GramPositive	C.australensis	1
OG0006629	None Immune	GramPositive	P.lanio	1
OG0006697	None Immune	GramPositive	P.lanio	1
OG0006713	None Immune	GramPositive	Apinae	1
OG0006720	None Immune	GramPositive	P.lanio	1
OG0006722	None Immune	GramPositive	P.lanio	1
OG0006754	None Immune	GramPositive	A.melifera, C.australensis	2
OG0006806	None Immune	GramPositive	P.lanio	1
OG0006809	None Immune	GramPositive	P.lanio	1
OG0006824	None Immune	GramPositive	P.lanio	1
OG0006833	None Immune	GramPositive	C.australensis	1
OG0006847	None Immune	GramPositive	Apinae	1
OG0006852	None Immune	GramPositive	P.lanio	1
OG0006854	None Immune	GramPositive	P.lanio, AgeControlled, Apinae	3
OG0006867	None Immune	GramPositive	C.australensis	1
OG0006891	None Immune	GramPositive	P.lanio	1
OG0006902	None Immune	GramPositive	P.lanio	1
OG0006903	None Immune	GramPositive	P.lanio	1
OG0006907	None Immune	GramPositive	P.lanio	1
OG0006909	None Immune	GramPositive	A.melifera	1
OG0006938	None Immune	GramPositive	P.lanio	1
OG0006968	None Immune	GramPositive	C.australensis	1
OG0006990	None Immune	GramPositive	C.australensis	1
OG0007008	None Immune	GramPositive	Anthophila, Apinae	2
OG0007033	None Immune	GramPositive	P.lanio	1
OG0007038	None Immune	GramPositive	C.australensis	1
OG0007044	None Immune	GramPositive	P.lanio	1
OG0007051	None Immune	GramPositive	P.lanio	1
OG0007059	None Immune	GramPositive	AgeControlled	1
OG0007082	None Immune	GramPositive	Apinae	1
OG0007116	None Immune	GramPositive	P.lanio	1
OG0007132	None Immune	GramPositive	P.lanio	1
OG0007158	None Immune	GramPositive	Anthophila, Apinae	2
OG0007163	None Immune	GramPositive	P.lanio	1
OG0007173	None Immune	GramPositive	P.lanio	1
OG0007197	None Immune	GramPositive	C.australensis	1
OG0007211	None Immune	GramPositive	P.lanio	1
OG0007213	None Immune	GramPositive	C.australensis	1
OG0007226	None Immune	GramPositive	C.australensis	1
OG0007244	None Immune	GramPositive	C.australensis	1
OG0007247	None Immune	GramPositive	C.australensis	1
OG0007288	None Immune	GramPositive	P.lanio	1
OG0007347	None Immune	GramPositive	P.lanio	1
OG0007360	None Immune	GramPositive	P.lanio	1
OG0007408	None Immune	GramPositive	Apinae	1
OG0007412	None Immune	GramPositive	C.australensis	1
OG0007415	None Immune	GramPositive	Apinae	1
OG0007527	None Immune	GramPositive	P.lanio	1
OG0007558	None Immune	GramPositive	P.lanio	1
OG0007559	None Immune	GramPositive	P.lanio	1
OG0007560	None Immune	GramPositive	C.australensis	1
OG0007561	None Immune	GramPositive	P.lanio	1
OG0007593	None Immune	GramPositive	P.lanio	1
OG0007597	None Immune	GramPositive	P.lanio	1
OG0007598	None Immune	GramPositive	P.lanio	1
OG0007622	None Immune	GramPositive	C.australensis, P.lanio	2
OG0007630	None Immune	GramPositive	P.lanio	1
OG0007638	None Immune	GramPositive	P.lanio	1
OG0007645	None Immune	GramPositive	P.lanio	1
OG0007654	None Immune	GramPositive	P.lanio	1
OG0007657	None Immune	GramPositive	P.lanio	1
OG0007667	None Immune	GramPositive	A.melifera	1
OG0007690	None Immune	GramPositive	P.lanio	1
OG0007713	None Immune	GramPositive	P.lanio	1
OG0007728	None Immune	GramPositive	P.lanio	1
OG0007762	None Immune	GramPositive	P.lanio	1
OG0007790	None Immune	GramPositive	B.terrestris	1
OG0007802	None Immune	GramPositive	P.lanio	1
OG0007816	None Immune	GramPositive	Apinae	1
OG0007879	None Immune	GramPositive	AgeControlled, Apinae	2
OG0007890	None Immune	GramPositive	P.lanio	1
OG0007901	None Immune	GramPositive	P.lanio	1
OG0007945	None Immune	GramPositive	P.lanio	1
OG0007946	None Immune	GramPositive	A.melifera	1
OG0008010	None Immune	GramPositive	P.lanio	1
OG0008030	None Immune	GramPositive	P.lanio	1
OG0008060	None Immune	GramPositive	P.lanio	1
OG0008078	None Immune	GramPositive	Apinae	1
OG0008094	None Immune	GramPositive	C.australensis	1
OG0008096	None Immune	GramPositive	P.lanio	1
OG0008124	None Immune	GramPositive	Apinae	1
OG0008132	None Immune	GramPositive	P.lanio	1
OG0008150	None Immune	GramPositive	C.australensis	1
OG0008162	None Immune	GramPositive	A.melifera	1
OG0008163	None Immune	GramPositive	C.australensis	1
OG0008171	None Immune	GramPositive	P.lanio	1
OG0008180	None Immune	GramPositive	C.australensis, P.lanio	2
OG0008265	None Immune	GramPositive	P.lanio	1
OG0008267	None Immune	GramPositive	P.lanio	1
OG0008342	None Immune	GramPositive	P.lanio	1
OG0008403	None Immune	GramPositive	P.lanio	1
OG0008411	None Immune	GramPositive	B.terrestris	1
OG0008420	None Immune	GramPositive	P.lanio	1
OG0008475	None Immune	GramPositive	P.lanio	1
OG0008497	None Immune	GramPositive	P.lanio	1
OG0008498	None Immune	GramPositive	C.australensis	1
OG0008516	None Immune	GramPositive	P.lanio	1
OG0008546	None Immune	GramPositive	P.lanio	1
OG0008565	None Immune	GramPositive	C.australensis, P.lanio	2
OG0008574	None Immune	GramPositive	C.australensis	1
OG0008579	None Immune	GramPositive	C.australensis	1
OG0008605	None Immune	GramPositive	C.australensis	1
OG0008611	None Immune	GramPositive	P.lanio	1
OG0008614	None Immune	GramPositive	P.lanio	1
OG0008626	None Immune	GramPositive	P.lanio	1
OG0008629	None Immune	GramPositive	C.australensis, P.lanio	2
OG0008635	None Immune	GramPositive	P.lanio	1
OG0008647	None Immune	GramPositive	A.melifera	1
OG0008648	None Immune	GramPositive	P.lanio	1
OG0008649	None Immune	GramPositive	P.lanio	1
OG0008659	None Immune	GramPositive	C.australensis, P.lanio	2
OG0008731	None Immune	GramPositive	P.lanio	1
OG0008743	None Immune	GramPositive	C.australensis	1
OG0008776	None Immune	GramPositive	P.lanio	1
OG0008829	None Immune	GramPositive	A.melifera	1
OG0008840	None Immune	GramPositive	C.australensis	1
OG0008891	None Immune	GramPositive	P.lanio	1
OG0008898	None Immune	GramPositive	C.australensis	1
OG0008925	None Immune	GramPositive	P.lanio	1
OG0008928	None Immune	GramPositive	P.lanio	1
OG0008993	None Immune	GramPositive	C.australensis	1
OG0009012	None Immune	GramPositive	Apinae	1
OG0009025	None Immune	GramPositive	P.lanio	1
OG0009064	None Immune	GramPositive	C.australensis	1
OG0009100	None Immune	GramPositive	P.lanio	1
OG0009120	None Immune	GramPositive	P.lanio	1
OG0009191	None Immune	GramPositive	C.australensis	1
OG0009224	None Immune	GramPositive	A.melifera	1
OG0009235	None Immune	GramPositive	A.melifera	1
OG0009350	None Immune	GramPositive	C.australensis	1
OG0009396	None Immune	GramPositive	P.lanio	1
OG0009408	None Immune	GramPositive	C.australensis	1
OG0009895	None Immune	GramPositive	C.australensis	1
OG0000009	Putative Immune	GramPositive	C.australensis	1
OG0000067	Putative Immune	GramPositive	B.terrestris, C.australensis	2
OG0000136	Putative Immune	GramPositive	B.terrestris	1
OG0000160	Putative Immune	GramPositive	P.lanio	1
OG0000163	Putative Immune	GramPositive	B.terrestris	1
OG0000214	Putative Immune	GramPositive	A.melifera, B.terrestris	2
OG0000220	Putative Immune	GramPositive	C.australensis	1
OG0000266	Putative Immune	GramPositive	A.melifera	1
OG0000333	Putative Immune	GramPositive	P.lanio	1
OG0000415	Putative Immune	GramPositive	P.lanio	1
OG0000539	Putative Immune	GramPositive	C.australensis, P.lanio	2
OG0000559	Putative Immune	GramPositive	C.australensis	1
OG0000605	Putative Immune	GramPositive	C.australensis	1
OG0000673	Putative Immune	GramPositive	P.lanio	1
OG0001255	Putative Immune	GramPositive	A.melifera, Anthophila	2
OG0001489	Putative Immune	GramPositive	P.lanio	1
OG0001596	Putative Immune	GramPositive	P.lanio	1
OG0002123	Putative Immune	GramPositive	A.melifera, B.terrestris	2
OG0002227	Putative Immune	GramPositive	P.lanio	1
OG0002284	Putative Immune	GramPositive	A.melifera, C.australensis, Apinae	3
OG0002476	Putative Immune	GramPositive	A.melifera, C.australensis	2
OG0002560	Putative Immune	GramPositive	C.australensis, P.lanio	2
OG0002814	Putative Immune	GramPositive	B.terrestris, C.australensis	2
OG0002921	Putative Immune	GramPositive	C.australensis	1
OG0003154	Putative Immune	GramPositive	Apinae	1
OG0003702	Putative Immune	GramPositive	B.terrestris	1
OG0004253	Putative Immune	GramPositive	Anthophila, Apinae	2
OG0004495	Putative Immune	GramPositive	P.lanio	1
OG0005343	Putative Immune	GramPositive	A.melifera	1
OG0005914	Putative Immune	GramPositive	C.australensis	1
OG0006427	Putative Immune	GramPositive	P.lanio	1
OG0006763	Putative Immune	GramPositive	Apinae	1
OG0006957	Putative Immune	GramPositive	C.australensis	1
OG0007234	Putative Immune	GramPositive	C.australensis	1
OG0007743	Putative Immune	GramPositive	B.terrestris	1
OG0007796	Putative Immune	GramPositive	Apinae	1
OG0008109	Putative Immune	GramPositive	A.melifera, B.terrestris	2
OG0008363	Putative Immune	GramPositive	AgeControlled, Apinae	2
OG0008945	Putative Immune	GramPositive	A.melifera, B.terrestris	2
OG0009433	Putative Immune	GramPositive	B.terrestris, P.lanio	2
OG0010676	Putative Immune	GramPositive	A.melifera	1
OG0000022	Unknown	GramPositive	B.terrestris	1
OG0000829	Unknown	GramPositive	C.australensis	1
OG0001806	Unknown	GramPositive	C.australensis	1
OG0002175	Unknown	GramPositive	P.lanio	1
OG0002221	Unknown	GramPositive	P.lanio	1
OG0002756	Unknown	GramPositive	P.lanio	1
OG0004557	Unknown	GramPositive	C.australensis	1
OG0007310	Unknown	GramPositive	P.lanio	1
OG0007620	Unknown	GramPositive	P.lanio	1
OG0007726	Unknown	GramPositive	P.lanio	1
OG0007898	Unknown	GramPositive	P.lanio	1
OG0007997	Unknown	GramPositive	P.lanio	1
OG0008034	Unknown	GramPositive	P.lanio	1
OG0008239	Unknown	GramPositive	P.lanio	1
OG0008387	Unknown	GramPositive	P.lanio	1
OG0008673	Unknown	GramPositive	C.australensis	1
OG0008727	Unknown	GramPositive	C.australensis	1
OG0009016	Unknown	GramPositive	P.lanio	1
OG0009273	Unknown	GramPositive	C.australensis	1
OG0009467	Unknown	GramPositive	P.lanio	1
OG0009500	Unknown	GramPositive	P.lanio	1
OG0009516	Unknown	GramPositive	P.lanio	1
OG0009570	Unknown	GramPositive	P.lanio	1
OG0009584	Unknown	GramPositive	P.lanio	1
OG0009721	Unknown	GramPositive	C.australensis	1
OG0009726	Unknown	GramPositive	C.australensis	1
OG0009732	Unknown	GramPositive	C.australensis	1
OG0009799	Unknown	GramPositive	P.lanio	1
OG0009806	Unknown	GramPositive	P.lanio	1
OG0009857	Unknown	GramPositive	P.lanio	1
OG0010005	Unknown	GramPositive	P.lanio	1
OG0010017	Unknown	GramPositive	C.australensis	1
OG0010052	Unknown	GramPositive	P.lanio	1
OG0010139	Unknown	GramPositive	C.australensis	1
OG0010398	Unknown	GramPositive	C.australensis	1
OG0010614	Unknown	GramPositive	P.lanio	1
OG0010908	Unknown	GramPositive	B.terrestris	1
OG0011045	Unknown	GramPositive	P.lanio	1
OG0011053	Unknown	GramPositive	P.lanio	1
Unassigned_Amel_29	Unknown	GramPositive	A.melifera	1
Unassigned_Amel_30	Unknown	GramPositive	A.melifera	1
Unassigned_Amel_31	Unknown	GramPositive	A.melifera	1
Unassigned_Amel_32	Unknown	GramPositive	A.melifera	1
Unassigned_Amel_33	Unknown	GramPositive	A.melifera	1
Unassigned_Amel_34	Unknown	GramPositive	A.melifera	1
Unassigned_Amel_35	Unknown	GramPositive	A.melifera	1
Unassigned_Amel_36	Unknown	GramPositive	A.melifera	1
Unassigned_Amel_37	Unknown	GramPositive	A.melifera	1
Unassigned_Amel_38	Unknown	GramPositive	A.melifera	1
Unassigned_Amel_39	Unknown	GramPositive	A.melifera	1
Unassigned_Amel_40	Unknown	GramPositive	A.melifera	1
Unassigned_Amel_41	Unknown	GramPositive	A.melifera	1
Unassigned_Amel_42	Unknown	GramPositive	A.melifera	1
Unassigned_Amel_43	Unknown	GramPositive	A.melifera	1
Unassigned_Amel_44	Unknown	GramPositive	A.melifera	1
Unassigned_Amel_45	Unknown	GramPositive	A.melifera	1
Unassigned_Bter_100	Unknown	GramPositive	B.terrestris	1
Unassigned_Bter_101	Unknown	GramPositive	B.terrestris	1
Unassigned_Bter_102	Unknown	GramPositive	B.terrestris	1
Unassigned_Bter_103	Unknown	GramPositive	B.terrestris	1
Unassigned_Bter_104	Unknown	GramPositive	B.terrestris	1
Unassigned_Bter_105	Unknown	GramPositive	B.terrestris	1
Unassigned_Bter_106	Unknown	GramPositive	B.terrestris	1
Unassigned_Bter_107	Unknown	GramPositive	B.terrestris	1
Unassigned_Bter_108	Unknown	GramPositive	B.terrestris	1
Unassigned_Bter_109	Unknown	GramPositive	B.terrestris	1
Unassigned_Bter_110	Unknown	GramPositive	B.terrestris	1
Unassigned_Bter_111	Unknown	GramPositive	B.terrestris	1
Unassigned_Bter_112	Unknown	GramPositive	B.terrestris	1
Unassigned_Bter_113	Unknown	GramPositive	B.terrestris	1
Unassigned_Bter_99	Unknown	GramPositive	B.terrestris	1
Unassigned_Caus_153	Unknown	GramPositive	C.australensis	1
Unassigned_Caus_154	Unknown	GramPositive	C.australensis	1
Unassigned_Caus_155	Unknown	GramPositive	C.australensis	1
Unassigned_Caus_156	Unknown	GramPositive	C.australensis	1
Unassigned_Caus_157	Unknown	GramPositive	C.australensis	1
Unassigned_Caus_158	Unknown	GramPositive	C.australensis	1
Unassigned_Caus_159	Unknown	GramPositive	C.australensis	1
Unassigned_Caus_160	Unknown	GramPositive	C.australensis	1
Unassigned_Caus_161	Unknown	GramPositive	C.australensis	1
Unassigned_Caus_162	Unknown	GramPositive	C.australensis	1
Unassigned_Caus_163	Unknown	GramPositive	C.australensis	1
Unassigned_Caus_164	Unknown	GramPositive	C.australensis	1
Unassigned_Caus_165	Unknown	GramPositive	C.australensis	1
Unassigned_Caus_166	Unknown	GramPositive	C.australensis	1
Unassigned_Caus_167	Unknown	GramPositive	C.australensis	1
Unassigned_Caus_168	Unknown	GramPositive	C.australensis	1
Unassigned_Caus_169	Unknown	GramPositive	C.australensis	1
Unassigned_Caus_170	Unknown	GramPositive	C.australensis	1
Unassigned_Caus_171	Unknown	GramPositive	C.australensis	1
Unassigned_Caus_172	Unknown	GramPositive	C.australensis	1
Unassigned_Caus_173	Unknown	GramPositive	C.australensis	1
Unassigned_Plan_201	Unknown	GramPositive	P.lanio	1
Unassigned_Plan_202	Unknown	GramPositive	P.lanio	1
Unassigned_Plan_203	Unknown	GramPositive	P.lanio	1
Unassigned_Plan_204	Unknown	GramPositive	P.lanio	1
Unassigned_Plan_205	Unknown	GramPositive	P.lanio	1
Unassigned_Plan_206	Unknown	GramPositive	P.lanio	1
Unassigned_Plan_207	Unknown	GramPositive	P.lanio	1
Unassigned_Plan_208	Unknown	GramPositive	P.lanio	1
Unassigned_Plan_209	Unknown	GramPositive	P.lanio	1
Unassigned_Plan_210	Unknown	GramPositive	P.lanio	1
Unassigned_Plan_211	Unknown	GramPositive	P.lanio	1
Unassigned_Plan_212	Unknown	GramPositive	P.lanio	1
Unassigned_Plan_213	Unknown	GramPositive	P.lanio	1
Unassigned_Plan_214	Unknown	GramPositive	P.lanio	1
Unassigned_Plan_215	Unknown	GramPositive	P.lanio	1
Unassigned_Plan_216	Unknown	GramPositive	P.lanio	1
Unassigned_Plan_217	Unknown	GramPositive	P.lanio	1
OG0001340	Immune	GramPositive, Wound	A.melifera	1
OG0004610	Immune	GramPositive, Wound	B.terrestris	1
OG0006107	Immune	GramPositive, Wound	P.lanio	1
OG0007441	Immune	GramPositive, Wound	P.lanio	1
OG0009345	Immune	GramPositive, Wound	C.australensis	1
OG0000013	None Immune	GramPositive, Wound	C.australensis, P.lanio	2
OG0000066	None Immune	GramPositive, Wound	P.lanio	1
OG0000171	None Immune	GramPositive, Wound	P.lanio	1
OG0000447	None Immune	GramPositive, Wound	P.lanio	1
OG0000466	None Immune	GramPositive, Wound	P.lanio	1
OG0000488	None Immune	GramPositive, Wound	P.lanio	1
OG0000509	None Immune	GramPositive, Wound	C.australensis, P.lanio	2
OG0000578	None Immune	GramPositive, Wound	P.lanio	1
OG0000580	None Immune	GramPositive, Wound	P.lanio	1
OG0000614	None Immune	GramPositive, Wound	P.lanio	1
OG0000659	None Immune	GramPositive, Wound	P.lanio	1
OG0000684	None Immune	GramPositive, Wound	A.melifera	1
OG0000698	None Immune	GramPositive, Wound	P.lanio	1
OG0000800	None Immune	GramPositive, Wound	C.australensis	1
OG0000839	None Immune	GramPositive, Wound	P.lanio	1
OG0000892	None Immune	GramPositive, Wound	C.australensis	1
OG0000929	None Immune	GramPositive, Wound	P.lanio	1
OG0000975	None Immune	GramPositive, Wound	P.lanio	1
OG0001040	None Immune	GramPositive, Wound	P.lanio	1
OG0001071	None Immune	GramPositive, Wound	P.lanio	1
OG0001102	None Immune	GramPositive, Wound	P.lanio	1
OG0001109	None Immune	GramPositive, Wound	P.lanio	1
OG0001180	None Immune	GramPositive, Wound	P.lanio	1
OG0001182	None Immune	GramPositive, Wound	P.lanio	1
OG0001266	None Immune	GramPositive, Wound	P.lanio	1
OG0001299	None Immune	GramPositive, Wound	P.lanio	1
OG0001334	None Immune	GramPositive, Wound	P.lanio	1
OG0001462	None Immune	GramPositive, Wound	P.lanio	1
OG0001469	None Immune	GramPositive, Wound	P.lanio	1
OG0001470	None Immune	GramPositive, Wound	P.lanio	1
