OrthoGroup	Function	Contrast	Source	DETot
OG0001493	None Immune	GramPositive, Wound	P.lanio	1
OG0001547	None Immune	GramPositive, Wound	P.lanio	1
OG0001679	None Immune	GramPositive, Wound	P.lanio	1
OG0001745	None Immune	GramPositive, Wound	P.lanio	1
OG0001748	None Immune	GramPositive, Wound	P.lanio	1
OG0001809	None Immune	GramPositive, Wound	P.lanio	1
OG0001827	None Immune	GramPositive, Wound	P.lanio	1
OG0001960	None Immune	GramPositive, Wound	P.lanio	1
OG0001982	None Immune	GramPositive, Wound	P.lanio	1
OG0001986	None Immune	GramPositive, Wound	P.lanio	1
OG0001987	None Immune	GramPositive, Wound	P.lanio	1
OG0001996	None Immune	GramPositive, Wound	P.lanio	1
OG0002032	None Immune	GramPositive, Wound	P.lanio	1
OG0002045	None Immune	GramPositive, Wound	P.lanio	1
OG0002075	None Immune	GramPositive, Wound	P.lanio	1
OG0002078	None Immune	GramPositive, Wound	P.lanio	1
OG0002108	None Immune	GramPositive, Wound	B.terrestris	1
OG0002130	None Immune	GramPositive, Wound	P.lanio	1
OG0002143	None Immune	GramPositive, Wound	P.lanio	1
OG0002197	None Immune	GramPositive, Wound	P.lanio	1
OG0002280	None Immune	GramPositive, Wound	P.lanio	1
OG0002290	None Immune	GramPositive, Wound	P.lanio	1
OG0002357	None Immune	GramPositive, Wound	P.lanio	1
OG0002392	None Immune	GramPositive, Wound	A.melifera, P.lanio	2
OG0002394	None Immune	GramPositive, Wound	P.lanio	1
OG0002435	None Immune	GramPositive, Wound	A.melifera, P.lanio	2
OG0002495	None Immune	GramPositive, Wound	P.lanio	1
OG0002554	None Immune	GramPositive, Wound	P.lanio	1
OG0002703	None Immune	GramPositive, Wound	A.melifera	1
OG0002802	None Immune	GramPositive, Wound	P.lanio	1
OG0002828	None Immune	GramPositive, Wound	P.lanio	1
OG0002873	None Immune	GramPositive, Wound	P.lanio	1
OG0003192	None Immune	GramPositive, Wound	P.lanio	1
OG0003288	None Immune	GramPositive, Wound	P.lanio	1
OG0003295	None Immune	GramPositive, Wound	P.lanio	1
OG0003366	None Immune	GramPositive, Wound	P.lanio	1
OG0003406	None Immune	GramPositive, Wound	P.lanio	1
OG0003559	None Immune	GramPositive, Wound	P.lanio	1
OG0003584	None Immune	GramPositive, Wound	P.lanio	1
OG0003598	None Immune	GramPositive, Wound	P.lanio	1
OG0003644	None Immune	GramPositive, Wound	A.melifera	1
OG0003720	None Immune	GramPositive, Wound	P.lanio	1
OG0003910	None Immune	GramPositive, Wound	P.lanio	1
OG0003932	None Immune	GramPositive, Wound	A.melifera	1
OG0004037	None Immune	GramPositive, Wound	P.lanio	1
OG0004192	None Immune	GramPositive, Wound	P.lanio	1
OG0004315	None Immune	GramPositive, Wound	P.lanio	1
OG0004379	None Immune	GramPositive, Wound	P.lanio	1
OG0004396	None Immune	GramPositive, Wound	C.australensis	1
OG0004543	None Immune	GramPositive, Wound	A.melifera, P.lanio	2
OG0004575	None Immune	GramPositive, Wound	P.lanio	1
OG0004636	None Immune	GramPositive, Wound	P.lanio	1
OG0004663	None Immune	GramPositive, Wound	P.lanio	1
OG0004693	None Immune	GramPositive, Wound	P.lanio	1
OG0004701	None Immune	GramPositive, Wound	P.lanio	1
OG0004719	None Immune	GramPositive, Wound	P.lanio	1
OG0004760	None Immune	GramPositive, Wound	C.australensis	1
OG0004841	None Immune	GramPositive, Wound	P.lanio	1
OG0004924	None Immune	GramPositive, Wound	A.melifera	1
OG0004959	None Immune	GramPositive, Wound	P.lanio	1
OG0004960	None Immune	GramPositive, Wound	A.melifera	1
OG0004999	None Immune	GramPositive, Wound	P.lanio	1
OG0005076	None Immune	GramPositive, Wound	P.lanio	1
OG0005078	None Immune	GramPositive, Wound	P.lanio	1
OG0005106	None Immune	GramPositive, Wound	P.lanio	1
OG0005157	None Immune	GramPositive, Wound	P.lanio	1
OG0005184	None Immune	GramPositive, Wound	P.lanio	1
OG0005196	None Immune	GramPositive, Wound	P.lanio	1
OG0005218	None Immune	GramPositive, Wound	B.terrestris	1
OG0005255	None Immune	GramPositive, Wound	P.lanio	1
OG0005286	None Immune	GramPositive, Wound	P.lanio	1
OG0005366	None Immune	GramPositive, Wound	P.lanio	1
OG0005395	None Immune	GramPositive, Wound	P.lanio	1
OG0005398	None Immune	GramPositive, Wound	P.lanio	1
OG0005416	None Immune	GramPositive, Wound	P.lanio	1
OG0005563	None Immune	GramPositive, Wound	P.lanio	1
OG0005583	None Immune	GramPositive, Wound	P.lanio	1
OG0005586	None Immune	GramPositive, Wound	P.lanio	1
OG0005719	None Immune	GramPositive, Wound	P.lanio	1
OG0005806	None Immune	GramPositive, Wound	P.lanio	1
OG0005839	None Immune	GramPositive, Wound	P.lanio	1
OG0005856	None Immune	GramPositive, Wound	P.lanio	1
OG0005878	None Immune	GramPositive, Wound	P.lanio	1
OG0005880	None Immune	GramPositive, Wound	P.lanio	1
OG0005892	None Immune	GramPositive, Wound	A.melifera, P.lanio	2
OG0005930	None Immune	GramPositive, Wound	P.lanio	1
OG0005952	None Immune	GramPositive, Wound	P.lanio	1
OG0006011	None Immune	GramPositive, Wound	P.lanio	1
OG0006084	None Immune	GramPositive, Wound	P.lanio	1
OG0006202	None Immune	GramPositive, Wound	P.lanio	1
OG0006217	None Immune	GramPositive, Wound	P.lanio	1
OG0006286	None Immune	GramPositive, Wound	P.lanio	1
OG0006311	None Immune	GramPositive, Wound	P.lanio	1
OG0006390	None Immune	GramPositive, Wound	P.lanio	1
OG0006407	None Immune	GramPositive, Wound	P.lanio	1
OG0006501	None Immune	GramPositive, Wound	P.lanio	1
OG0006514	None Immune	GramPositive, Wound	P.lanio	1
OG0006625	None Immune	GramPositive, Wound	P.lanio	1
OG0006706	None Immune	GramPositive, Wound	A.melifera	1
OG0006753	None Immune	GramPositive, Wound	P.lanio	1
OG0006762	None Immune	GramPositive, Wound	P.lanio	1
OG0007158	None Immune	GramPositive, Wound	A.melifera	1
OG0007216	None Immune	GramPositive, Wound	P.lanio	1
OG0007219	None Immune	GramPositive, Wound	P.lanio	1
OG0007375	None Immune	GramPositive, Wound	P.lanio	1
OG0007564	None Immune	GramPositive, Wound	P.lanio	1
OG0007572	None Immune	GramPositive, Wound	P.lanio	1
OG0007656	None Immune	GramPositive, Wound	P.lanio	1
OG0007949	None Immune	GramPositive, Wound	P.lanio	1
OG0007983	None Immune	GramPositive, Wound	P.lanio	1
OG0008009	None Immune	GramPositive, Wound	P.lanio	1
OG0008092	None Immune	GramPositive, Wound	P.lanio	1
OG0008093	None Immune	GramPositive, Wound	P.lanio	1
OG0008229	None Immune	GramPositive, Wound	P.lanio	1
OG0008271	None Immune	GramPositive, Wound	B.terrestris	1
OG0008345	None Immune	GramPositive, Wound	P.lanio	1
OG0008407	None Immune	GramPositive, Wound	B.terrestris	1
OG0008412	None Immune	GramPositive, Wound	P.lanio	1
OG0008417	None Immune	GramPositive, Wound	P.lanio	1
OG0008628	None Immune	GramPositive, Wound	P.lanio	1
OG0008728	None Immune	GramPositive, Wound	P.lanio	1
OG0008793	None Immune	GramPositive, Wound	B.terrestris	1
OG0000054	Putative Immune	GramPositive, Wound	C.australensis	1
OG0000090	Putative Immune	GramPositive, Wound	A.melifera	1
OG0000456	Putative Immune	GramPositive, Wound	B.terrestris, P.lanio	2
OG0001762	Putative Immune	GramPositive, Wound	A.melifera	1
OG0001841	Putative Immune	GramPositive, Wound	P.lanio	1
OG0002620	Putative Immune	GramPositive, Wound	P.lanio	1
OG0004831	Putative Immune	GramPositive, Wound	C.australensis	1
OG0006121	Putative Immune	GramPositive, Wound	B.terrestris	1
OG0006477	Putative Immune	GramPositive, Wound	P.lanio	1
OG0006948	Putative Immune	GramPositive, Wound	P.lanio	1
OG0000005	Unknown	GramPositive, Wound	C.australensis	1
OG0001125	Unknown	GramPositive, Wound	P.lanio	1
OG0007261	Unknown	GramPositive, Wound	P.lanio	1
OG0007457	Unknown	GramPositive, Wound	P.lanio	1
OG0007677	Unknown	GramPositive, Wound	P.lanio	1
OG0008004	Unknown	GramPositive, Wound	C.australensis	1
OG0008824	Unknown	GramPositive, Wound	P.lanio	1
OG0009150	Unknown	GramPositive, Wound	P.lanio	1
OG0009285	Unknown	GramPositive, Wound	P.lanio	1
OG0009502	Unknown	GramPositive, Wound	P.lanio	1
OG0009594	Unknown	GramPositive, Wound	P.lanio	1
OG0009757	Unknown	GramPositive, Wound	P.lanio	1
OG0010613	Unknown	GramPositive, Wound	P.lanio	1
OG0010617	Unknown	GramPositive, Wound	P.lanio	1
OG0000138	Immune	Wound	A.melifera, P.lanio	2
OG0000187	Immune	Wound	B.terrestris	1
OG0000268	Immune	Wound	P.lanio	1
OG0000367	Immune	Wound	P.lanio	1
OG0000399	Immune	Wound	A.melifera, Apinae	2
OG0000446	Immune	Wound	A.melifera	1
OG0000493	Immune	Wound	P.lanio	1
OG0000522	Immune	Wound	C.australensis	1
OG0000635	Immune	Wound	Apinae	1
OG0000699	Immune	Wound	A.melifera, C.australensis	2
OG0001174	Immune	Wound	A.melifera	1
OG0001290	Immune	Wound	C.australensis	1
OG0002308	Immune	Wound	C.australensis	1
OG0002761	Immune	Wound	C.australensis, P.lanio	2
OG0002818	Immune	Wound	P.lanio	1
OG0002872	Immune	Wound	A.melifera	1
OG0003284	Immune	Wound	P.lanio	1
OG0004437	Immune	Wound	C.australensis	1
OG0005757	Immune	Wound	P.lanio	1
OG0006103	Immune	Wound	C.australensis	1
OG0007012	Immune	Wound	C.australensis	1
OG0008514	Immune	Wound	C.australensis	1
OG0000025	None Immune	Wound	A.melifera	1
OG0000056	None Immune	Wound	A.melifera, P.lanio	2
OG0000059	None Immune	Wound	C.australensis	1
OG0000060	None Immune	Wound	A.melifera	1
OG0000064	None Immune	Wound	P.lanio	1
OG0000073	None Immune	Wound	P.lanio	1
OG0000117	None Immune	Wound	C.australensis	1
OG0000133	None Immune	Wound	P.lanio	1
OG0000140	None Immune	Wound	C.australensis, P.lanio	2
OG0000161	None Immune	Wound	C.australensis	1
OG0000231	None Immune	Wound	C.australensis	1
OG0000241	None Immune	Wound	P.lanio	1
OG0000247	None Immune	Wound	P.lanio	1
OG0000253	None Immune	Wound	A.melifera	1
OG0000254	None Immune	Wound	A.melifera	1
OG0000292	None Immune	Wound	C.australensis	1
OG0000294	None Immune	Wound	C.australensis	1
OG0000315	None Immune	Wound	C.australensis	1
OG0000396	None Immune	Wound	C.australensis	1
OG0000424	None Immune	Wound	P.lanio	1
OG0000440	None Immune	Wound	A.melifera	1
OG0000453	None Immune	Wound	C.australensis	1
OG0000500	None Immune	Wound	C.australensis	1
OG0000501	None Immune	Wound	C.australensis	1
OG0000511	None Immune	Wound	P.lanio	1
OG0000517	None Immune	Wound	C.australensis	1
OG0000566	None Immune	Wound	P.lanio	1
OG0000584	None Immune	Wound	A.melifera	1
OG0000590	None Immune	Wound	C.australensis	1
OG0000596	None Immune	Wound	C.australensis	1
OG0000621	None Immune	Wound	C.australensis	1
OG0000628	None Immune	Wound	P.lanio	1
OG0000657	None Immune	Wound	P.lanio	1
OG0000661	None Immune	Wound	C.australensis	1
OG0000676	None Immune	Wound	C.australensis	1
OG0000719	None Immune	Wound	C.australensis	1
OG0000724	None Immune	Wound	C.australensis	1
OG0000730	None Immune	Wound	C.australensis	1
OG0000773	None Immune	Wound	A.melifera	1
OG0000799	None Immune	Wound	C.australensis	1
OG0000805	None Immune	Wound	C.australensis	1
OG0000821	None Immune	Wound	P.lanio	1
OG0000856	None Immune	Wound	A.melifera, P.lanio	2
OG0000865	None Immune	Wound	P.lanio	1
OG0000937	None Immune	Wound	P.lanio	1
OG0000942	None Immune	Wound	P.lanio	1
OG0000954	None Immune	Wound	A.melifera	1
OG0000959	None Immune	Wound	C.australensis	1
OG0000977	None Immune	Wound	P.lanio	1
OG0001020	None Immune	Wound	P.lanio	1
OG0001098	None Immune	Wound	C.australensis	1
OG0001161	None Immune	Wound	C.australensis	1
OG0001194	None Immune	Wound	P.lanio	1
OG0001200	None Immune	Wound	P.lanio	1
OG0001206	None Immune	Wound	A.melifera	1
OG0001211	None Immune	Wound	P.lanio	1
OG0001275	None Immune	Wound	P.lanio	1
OG0001276	None Immune	Wound	P.lanio	1
OG0001313	None Immune	Wound	C.australensis	1
OG0001326	None Immune	Wound	B.terrestris	1
OG0001351	None Immune	Wound	P.lanio	1
OG0001414	None Immune	Wound	P.lanio	1
OG0001416	None Immune	Wound	C.australensis	1
OG0001430	None Immune	Wound	C.australensis	1
OG0001447	None Immune	Wound	P.lanio	1
OG0001454	None Immune	Wound	P.lanio	1
OG0001476	None Immune	Wound	P.lanio	1
OG0001485	None Immune	Wound	C.australensis	1
OG0001500	None Immune	Wound	C.australensis	1
OG0001560	None Immune	Wound	P.lanio	1
OG0001571	None Immune	Wound	C.australensis	1
OG0001613	None Immune	Wound	P.lanio	1
OG0001617	None Immune	Wound	P.lanio	1
OG0001695	None Immune	Wound	P.lanio	1
OG0001725	None Immune	Wound	P.lanio	1
OG0001727	None Immune	Wound	A.melifera, B.terrestris	2
OG0001770	None Immune	Wound	A.melifera	1
OG0001815	None Immune	Wound	P.lanio	1
OG0001854	None Immune	Wound	P.lanio	1
OG0001915	None Immune	Wound	C.australensis	1
OG0001945	None Immune	Wound	P.lanio	1
OG0002027	None Immune	Wound	A.melifera	1
OG0002071	None Immune	Wound	C.australensis	1
OG0002072	None Immune	Wound	C.australensis	1
OG0002076	None Immune	Wound	C.australensis	1
OG0002119	None Immune	Wound	P.lanio	1
OG0002125	None Immune	Wound	C.australensis	1
OG0002150	None Immune	Wound	A.melifera	1
OG0002153	None Immune	Wound	C.australensis	1
OG0002156	None Immune	Wound	P.lanio	1
OG0002174	None Immune	Wound	C.australensis	1
OG0002177	None Immune	Wound	C.australensis, P.lanio	2
OG0002237	None Immune	Wound	P.lanio	1
OG0002241	None Immune	Wound	C.australensis	1
OG0002245	None Immune	Wound	C.australensis	1
OG0002246	None Immune	Wound	C.australensis	1
OG0002259	None Immune	Wound	C.australensis	1
OG0002263	None Immune	Wound	C.australensis	1
OG0002307	None Immune	Wound	C.australensis	1
OG0002309	None Immune	Wound	C.australensis	1
OG0002337	None Immune	Wound	P.lanio	1
OG0002356	None Immune	Wound	C.australensis	1
OG0002376	None Immune	Wound	P.lanio	1
OG0002380	None Immune	Wound	C.australensis	1
OG0002427	None Immune	Wound	C.australensis	1
OG0002479	None Immune	Wound	P.lanio	1
OG0002487	None Immune	Wound	A.melifera	1
OG0002493	None Immune	Wound	P.lanio	1
OG0002542	None Immune	Wound	C.australensis, P.lanio	2
OG0002552	None Immune	Wound	P.lanio	1
OG0002567	None Immune	Wound	A.melifera	1
OG0002627	None Immune	Wound	C.australensis	1
OG0002647	None Immune	Wound	P.lanio	1
OG0002662	None Immune	Wound	P.lanio	1
OG0002666	None Immune	Wound	C.australensis	1
OG0002674	None Immune	Wound	P.lanio	1
OG0002722	None Immune	Wound	P.lanio	1
OG0002734	None Immune	Wound	C.australensis	1
OG0002788	None Immune	Wound	C.australensis	1
OG0002800	None Immune	Wound	C.australensis	1
OG0002810	None Immune	Wound	A.melifera	1
OG0002815	None Immune	Wound	P.lanio	1
OG0002827	None Immune	Wound	C.australensis	1
OG0002884	None Immune	Wound	P.lanio	1
OG0002976	None Immune	Wound	C.australensis	1
OG0002995	None Immune	Wound	B.terrestris, C.australensis, P.lanio	3
OG0002999	None Immune	Wound	C.australensis	1
OG0003017	None Immune	Wound	C.australensis	1
OG0003076	None Immune	Wound	A.melifera	1
OG0003104	None Immune	Wound	P.lanio	1
OG0003132	None Immune	Wound	C.australensis	1
OG0003181	None Immune	Wound	P.lanio	1
OG0003255	None Immune	Wound	P.lanio	1
OG0003265	None Immune	Wound	P.lanio	1
OG0003275	None Immune	Wound	C.australensis	1
OG0003287	None Immune	Wound	C.australensis	1
OG0003302	None Immune	Wound	P.lanio	1
OG0003333	None Immune	Wound	P.lanio	1
OG0003337	None Immune	Wound	P.lanio	1
OG0003385	None Immune	Wound	C.australensis	1
OG0003394	None Immune	Wound	C.australensis	1
OG0003407	None Immune	Wound	P.lanio	1
OG0003414	None Immune	Wound	C.australensis	1
OG0003448	None Immune	Wound	C.australensis	1
OG0003486	None Immune	Wound	P.lanio	1
OG0003505	None Immune	Wound	C.australensis	1
OG0003515	None Immune	Wound	C.australensis, P.lanio	2
OG0003533	None Immune	Wound	P.lanio	1
OG0003539	None Immune	Wound	A.melifera	1
OG0003576	None Immune	Wound	P.lanio	1
OG0003581	None Immune	Wound	P.lanio	1
OG0003589	None Immune	Wound	C.australensis	1
OG0003597	None Immune	Wound	P.lanio	1
OG0003625	None Immune	Wound	P.lanio	1
OG0003640	None Immune	Wound	P.lanio	1
OG0003651	None Immune	Wound	P.lanio	1
OG0003679	None Immune	Wound	C.australensis	1
OG0003684	None Immune	Wound	P.lanio	1
OG0003688	None Immune	Wound	A.melifera	1
OG0003736	None Immune	Wound	C.australensis	1
OG0003747	None Immune	Wound	P.lanio	1
OG0003749	None Immune	Wound	P.lanio	1
OG0003794	None Immune	Wound	P.lanio	1
OG0003795	None Immune	Wound	C.australensis	1
OG0003812	None Immune	Wound	P.lanio	1
OG0003869	None Immune	Wound	P.lanio	1
OG0003887	None Immune	Wound	C.australensis	1
OG0003904	None Immune	Wound	C.australensis	1
OG0003930	None Immune	Wound	A.melifera	1
OG0004005	None Immune	Wound	P.lanio	1
OG0004016	None Immune	Wound	P.lanio	1
OG0004020	None Immune	Wound	P.lanio	1
OG0004029	None Immune	Wound	P.lanio	1
OG0004050	None Immune	Wound	P.lanio	1
OG0004134	None Immune	Wound	A.melifera	1
OG0004161	None Immune	Wound	A.melifera, P.lanio	2
OG0004184	None Immune	Wound	P.lanio	1
OG0004189	None Immune	Wound	P.lanio	1
OG0004217	None Immune	Wound	P.lanio	1
OG0004226	None Immune	Wound	P.lanio	1
OG0004238	None Immune	Wound	A.melifera	1
OG0004275	None Immune	Wound	C.australensis	1
OG0004312	None Immune	Wound	P.lanio	1
OG0004414	None Immune	Wound	P.lanio	1
OG0004424	None Immune	Wound	C.australensis	1
OG0004435	None Immune	Wound	C.australensis	1
OG0004510	None Immune	Wound	P.lanio	1
OG0004556	None Immune	Wound	C.australensis	1
OG0004625	None Immune	Wound	P.lanio	1
OG0004648	None Immune	Wound	C.australensis, P.lanio	2
OG0004697	None Immune	Wound	P.lanio	1
OG0004715	None Immune	Wound	P.lanio	1
OG0004739	None Immune	Wound	C.australensis	1
OG0004741	None Immune	Wound	P.lanio	1
OG0004793	None Immune	Wound	P.lanio	1
OG0004802	None Immune	Wound	A.melifera	1
OG0004807	None Immune	Wound	P.lanio	1
OG0004838	None Immune	Wound	P.lanio	1
OG0004844	None Immune	Wound	C.australensis	1
OG0004887	None Immune	Wound	P.lanio	1
OG0004897	None Immune	Wound	C.australensis, P.lanio	2
OG0004925	None Immune	Wound	P.lanio	1
OG0004988	None Immune	Wound	C.australensis	1
OG0005026	None Immune	Wound	C.australensis	1
OG0005030	None Immune	Wound	P.lanio	1
OG0005038	None Immune	Wound	B.terrestris, P.lanio	2
OG0005049	None Immune	Wound	P.lanio	1
OG0005062	None Immune	Wound	P.lanio	1
OG0005143	None Immune	Wound	P.lanio	1
OG0005152	None Immune	Wound	P.lanio	1
OG0005153	None Immune	Wound	C.australensis	1
OG0005155	None Immune	Wound	A.melifera	1
OG0005168	None Immune	Wound	P.lanio	1
OG0005169	None Immune	Wound	C.australensis	1
OG0005202	None Immune	Wound	C.australensis	1
OG0005210	None Immune	Wound	P.lanio	1
OG0005234	None Immune	Wound	A.melifera	1
OG0005257	None Immune	Wound	P.lanio	1
OG0005283	None Immune	Wound	P.lanio	1
OG0005321	None Immune	Wound	A.melifera	1
OG0005365	None Immune	Wound	A.melifera	1
OG0005378	None Immune	Wound	C.australensis	1
OG0005397	None Immune	Wound	P.lanio	1
OG0005408	None Immune	Wound	C.australensis	1
OG0005445	None Immune	Wound	C.australensis	1
OG0005485	None Immune	Wound	P.lanio	1
OG0005517	None Immune	Wound	P.lanio	1
OG0005634	None Immune	Wound	P.lanio	1
OG0005636	None Immune	Wound	P.lanio	1
OG0005640	None Immune	Wound	C.australensis	1
OG0005665	None Immune	Wound	P.lanio	1
OG0005686	None Immune	Wound	P.lanio	1
OG0005692	None Immune	Wound	C.australensis	1
OG0005694	None Immune	Wound	C.australensis, P.lanio	2
OG0005708	None Immune	Wound	C.australensis	1
OG0005717	None Immune	Wound	C.australensis	1
OG0005752	None Immune	Wound	C.australensis	1
OG0005812	None Immune	Wound	P.lanio	1
OG0005824	None Immune	Wound	C.australensis	1
OG0005830	None Immune	Wound	P.lanio	1
OG0005857	None Immune	Wound	P.lanio	1
OG0005861	None Immune	Wound	C.australensis	1
OG0005863	None Immune	Wound	P.lanio	1
OG0005875	None Immune	Wound	P.lanio	1
OG0005883	None Immune	Wound	P.lanio	1
OG0005918	None Immune	Wound	P.lanio	1
OG0005931	None Immune	Wound	C.australensis	1
OG0005968	None Immune	Wound	P.lanio	1
OG0005981	None Immune	Wound	C.australensis	1
OG0005983	None Immune	Wound	C.australensis	1
OG0006025	None Immune	Wound	C.australensis	1
OG0006070	None Immune	Wound	P.lanio	1
OG0006102	None Immune	Wound	P.lanio	1
OG0006120	None Immune	Wound	P.lanio	1
OG0006184	None Immune	Wound	P.lanio	1
OG0006240	None Immune	Wound	P.lanio	1
OG0006253	None Immune	Wound	C.australensis	1
OG0006259	None Immune	Wound	P.lanio	1
OG0006261	None Immune	Wound	C.australensis	1
OG0006291	None Immune	Wound	P.lanio	1
OG0006355	None Immune	Wound	P.lanio	1
OG0006360	None Immune	Wound	P.lanio	1
OG0006364	None Immune	Wound	P.lanio	1
OG0006469	None Immune	Wound	C.australensis	1
OG0006483	None Immune	Wound	C.australensis	1
OG0006541	None Immune	Wound	B.terrestris	1
OG0006555	None Immune	Wound	C.australensis	1
OG0006584	None Immune	Wound	P.lanio	1
OG0006627	None Immune	Wound	C.australensis	1
OG0006714	None Immune	Wound	P.lanio	1
OG0006776	None Immune	Wound	C.australensis	1
OG0006836	None Immune	Wound	A.melifera	1
OG0006838	None Immune	Wound	A.melifera	1
OG0006839	None Immune	Wound	B.terrestris	1
OG0006864	None Immune	Wound	P.lanio	1
OG0006911	None Immune	Wound	C.australensis	1
OG0006929	None Immune	Wound	P.lanio	1
OG0006961	None Immune	Wound	P.lanio	1
OG0006963	None Immune	Wound	C.australensis	1
OG0007021	None Immune	Wound	C.australensis	1
OG0007066	None Immune	Wound	P.lanio	1
OG0007068	None Immune	Wound	C.australensis	1
OG0007089	None Immune	Wound	A.melifera, C.australensis	2
OG0007106	None Immune	Wound	P.lanio	1
OG0007112	None Immune	Wound	P.lanio	1
OG0007138	None Immune	Wound	C.australensis, P.lanio	2
OG0007154	None Immune	Wound	C.australensis	1
OG0007194	None Immune	Wound	P.lanio	1
OG0007343	None Immune	Wound	P.lanio	1
OG0007348	None Immune	Wound	P.lanio	1
OG0007369	None Immune	Wound	C.australensis	1
OG0007428	None Immune	Wound	C.australensis	1
OG0007438	None Immune	Wound	P.lanio	1
OG0007508	None Immune	Wound	P.lanio	1
OG0007552	None Immune	Wound	P.lanio	1
OG0007556	None Immune	Wound	P.lanio	1
OG0007562	None Immune	Wound	P.lanio	1
OG0007604	None Immune	Wound	P.lanio	1
OG0007617	None Immune	Wound	P.lanio	1
OG0007622	None Immune	Wound	B.terrestris, P.lanio	2
OG0007712	None Immune	Wound	A.melifera	1
OG0007717	None Immune	Wound	A.melifera	1
OG0007733	None Immune	Wound	P.lanio	1
OG0007760	None Immune	Wound	P.lanio	1
OG0007766	None Immune	Wound	P.lanio	1
OG0007776	None Immune	Wound	A.melifera	1
OG0007816	None Immune	Wound	B.terrestris	1
OG0007908	None Immune	Wound	P.lanio	1
OG0008044	None Immune	Wound	P.lanio	1
OG0008049	None Immune	Wound	P.lanio	1
OG0008068	None Immune	Wound	P.lanio	1
OG0008113	None Immune	Wound	C.australensis	1
OG0008221	None Immune	Wound	C.australensis	1
OG0008318	None Immune	Wound	P.lanio	1
OG0008347	None Immune	Wound	A.melifera	1
OG0008367	None Immune	Wound	A.melifera	1
OG0008404	None Immune	Wound	C.australensis	1
OG0008420	None Immune	Wound	A.melifera	1
OG0008524	None Immune	Wound	P.lanio	1
OG0008568	None Immune	Wound	P.lanio	1
OG0008624	None Immune	Wound	C.australensis	1
OG0008629	None Immune	Wound	P.lanio	1
OG0008655	None Immune	Wound	P.lanio	1
OG0008744	None Immune	Wound	P.lanio	1
OG0008750	None Immune	Wound	P.lanio	1
OG0008798	None Immune	Wound	P.lanio	1
OG0008833	None Immune	Wound	P.lanio	1
OG0008850	None Immune	Wound	P.lanio	1
OG0008953	None Immune	Wound	C.australensis	1
OG0009022	None Immune	Wound	A.melifera	1
OG0009079	None Immune	Wound	P.lanio	1
OG0009099	None Immune	Wound	C.australensis	1
OG0009103	None Immune	Wound	C.australensis	1
OG0009114	None Immune	Wound	P.lanio	1
OG0009115	None Immune	Wound	P.lanio	1
OG0009235	None Immune	Wound	P.lanio	1
OG0009404	None Immune	Wound	C.australensis	1
OG0009645	None Immune	Wound	C.australensis	1
OG0009670	None Immune	Wound	A.melifera, C.australensis	2
OG0009702	None Immune	Wound	C.australensis	1
OG0009911	None Immune	Wound	A.melifera	1
OG0010667	None Immune	Wound	A.melifera	1
OG0010716	None Immune	Wound	A.melifera	1
OG0010859	None Immune	Wound	A.melifera	1
OG0000067	Putative Immune	Wound	P.lanio	1
OG0000082	Putative Immune	Wound	P.lanio	1
OG0000092	Putative Immune	Wound	A.melifera	1
OG0000100	Putative Immune	Wound	P.lanio	1
OG0000151	Putative Immune	Wound	C.australensis	1
OG0000193	Putative Immune	Wound	C.australensis	1
OG0000266	Putative Immune	Wound	A.melifera, P.lanio	2
OG0000415	Putative Immune	Wound	C.australensis	1
OG0000445	Putative Immune	Wound	A.melifera	1
OG0000934	Putative Immune	Wound	A.melifera	1
OG0001052	Putative Immune	Wound	P.lanio	1
OG0001251	Putative Immune	Wound	A.melifera	1
OG0001691	Putative Immune	Wound	C.australensis	1
OG0001768	Putative Immune	Wound	A.melifera, P.lanio	2
OG0001914	Putative Immune	Wound	A.melifera	1
OG0001993	Putative Immune	Wound	C.australensis	1
OG0002284	Putative Immune	Wound	A.melifera	1
OG0002544	Putative Immune	Wound	P.lanio	1
OG0002555	Putative Immune	Wound	C.australensis	1
OG0002665	Putative Immune	Wound	C.australensis	1
OG0002921	Putative Immune	Wound	P.lanio	1
OG0003154	Putative Immune	Wound	A.melifera	1
OG0004253	Putative Immune	Wound	A.melifera	1
OG0005770	Putative Immune	Wound	C.australensis	1
OG0006427	Putative Immune	Wound	C.australensis	1
OG0006940	Putative Immune	Wound	C.australensis	1
OG0007765	Putative Immune	Wound	P.lanio	1
OG0008109	Putative Immune	Wound	A.melifera	1
OG0008154	Putative Immune	Wound	A.melifera	1
OG0008159	Putative Immune	Wound	P.lanio	1
OG0008376	Putative Immune	Wound	P.lanio	1
OG0008380	Putative Immune	Wound	C.australensis, P.lanio	2
OG0008945	Putative Immune	Wound	A.melifera, C.australensis	2
OG0008950	Putative Immune	Wound	A.melifera, B.terrestris	2
OG0009346	Putative Immune	Wound	C.australensis	1
OG0009624	Putative Immune	Wound	C.australensis	1
OG0002010	Unknown	Wound	C.australensis	1
OG0004311	Unknown	Wound	P.lanio	1
OG0005758	Unknown	Wound	C.australensis	1
OG0007551	Unknown	Wound	P.lanio	1
OG0008421	Unknown	Wound	C.australensis	1
OG0008430	Unknown	Wound	P.lanio	1
OG0008665	Unknown	Wound	C.australensis	1
OG0008733	Unknown	Wound	P.lanio	1
OG0008896	Unknown	Wound	P.lanio	1
